,Comentario
131,"Es hermoso y con una gran cantidad de obras es gratuita la entrada, a los que les gusta apreciar el arte se pueden llegar a demorar 3 horas en todo el recorrido."
132,Un lugar obligatorio para visitar si estás en la CDMX aparte de la arquitectura moderna! Adentro hay muchas obras de arte y sacarse una foto ahí es obligatoria
133,Excelente museo sobretodo si realmente te gusta y te apasiona el arte sobre todo la pintura que es lo que predomina.
134,"Un buen lugar para pasar un rato aprendiendo y conociendo.
Excelentes exposiciones."
135,"El edificio es distinto e interesante, la exhibición es como una colección de objetos costosos. El lugar podría tener exhibiciones con curadurías mucho mas interesantes. La gratuidad de la entrada👍"
136,Una parada imperdible en cdmx este museo sin fines de lucro es sin duda una visita obligatoria en la ciudad
137,"Museo realmente hermoso arquitectonicamente,  en contenido considero bien estructurado, consta de 6 salas mismas que te dan la opción de ser recorridas de arriba hacia abajo o viceversa, tiene basta información sobre las obras lo cual lo convierte en un lugar al que se le deberían dedicar horas (3 a 5 horas) para poder disfrutar de lo que trae para ti esta experiencia... RECOMENDADO... La entrada es gratuita y el horario s de 11 a 5 pm."
138,"Museo digno de visitar. Su estructura, su colección exclusiva de gran aporte cultural."
139,"Una gran experiencia, con 5 salas diferentes y una gran arquitectura"
140,"Es un museo propiedad de Carlos Slim, imperdible si vienes a la ciudad de México, ubicado en una de las mejores zonas de la ciudad, generalmente hay que llegar temprano para evitar las largas filas, aunque suele avanzar rápido.
El museo tiene 6 niveles así que hay que venir con tiempo para recorrerlo con calma.
Es de fácil acceso para personas con discapacidad y lo mejor es que es gratis todos los días"
141,"Es un museo muy impresionante, además de que la entrada es gratuita siendo un museo privado, pero abierto al público.
Todo el personal va muy presentable, los servicios y atenciones son excelentes"
142,"Excelente lugar, el museo contiene grandes piezas de arte en sus 6 salas."
143,"Es un lugar muy limpio, tiene 6 niveles, el personal es muy amable y ordenado al entrar al recinto, no cobran la entrada; solo falta un poco de información para poder apreciar las obras."
144,"Mi primer museo después de pandemia, una experiencia increíble 😍 que sin duda la recomiendo"
145,"Un lugar impresionante desde su edificio, el personal amabilísimo, las colecciones de arte magníficas. No te lo puedes perder!"
146,"Muy buen museo, sin embargo la distribución de las obras en las salas no tienen un orden y es muy fácil que pierdas la noción de las obras que ya viste y las que te hacen falta"
147,"Excelente! Tiene diferentes colecciones de arte, hay que ir con tiempo ya que hay mucho que ver. Es gratuito"
148,Exelente lugar muy amplio y variada la exposición
149,"Excelente museo con un a colección bastante amplia, ve con tiempo y cuidado con el piso que resbalas un poco"
150,"Otro gran museo que debes visitar, cuenta con 6 salas, una en cada piso sin contar el vestíbulo.
Sala 1 De oro y plata: artes decorativas
Sala 2 Asia en marfil
Sala 3 Antiguos maestros europeos y novohispanos
Sala 4 Del impresionismo a las vanguardias
Sala 5 Venecia
Sala Julián y Linda Slim La era de Rodin
La entrada es gratuita, abre de 10:30 a 18:30, abierto los 365 días del año.
Toma tiempo si quieres apreciar las obras en cada sala.
El recinto cuenta con sanitarios, elevador para personas que así lo necesiten.
Perfecto por dentro y por fuera."
151,"Es un museo muy hermoso
Realmente nos ha encantado."
152,"Es un lugar hermoso por fuera y lleno de historia, esculturas y arte por doquier, es deslumbrante su belleza y coleccion de arte tan impresionante, un lugar que es gratis para todos y super limpio y aseado por todas partes, gracias carlos slim por este donativo al mundo.

5 de 5 si vienes a méxico no te lo pierdas."
153,"Me gustó, 5 salas grandes, si necesitas tiempo para recorrerlo bien."
154,"Buena colección, sin embargo el orden de las obras no es la ideal. Aún así, es un MUST ir."
155,"El museo Soumaya se encuentra en buen estado, la zona está bien cuidada y cuenta con todas las medidas de protección y acceso para personas con discapacidad, la entrada es gratuita y el contenido del museo cuenta con una gran variedad de obras, es un lugar muy bueno al cual ir pero el recorrido es largo, cuenta con descansos pero si es un lugar muy grande para recorrer."
156,"Definitivamente podemos decir que el Museo Soumaya ha entrado a la lista de los museos que son una obra de arte que guardan otras obras de arte en su interior.
Sus curvilíneas formas emergen del piso y se complementan con los edificios circundantes.
Altamente recomendable!"
157,Las exposiciones requieren de un tiempo considerable de apreciación para apreciar los diferentes pisos y el museo por si sólo aporta una presencia icónica a la CDMX.
158,"Tremenda colección de arte! Claro el enfoque es muy europeo pero vale mucho la pena....solo me encantaría tanto ver un lugar así y de acceso gratis en barrios de menor ingreso, será que eso contribuiría a expandir más el arte al traer edificios tan magestuosos y arte de calidad a todos los sectores?"
159,Un Lugar Muy Bonito e Interesante para ver las pinturas y esculturas y mucho objetos de muchos paises y es gratis
160,"Quede realmente fascinada con el lugar, me encanto de principio a fin.
Debe ser un visita casí obligada, lo que más me agrado fue admirar los óleos, arte sacro (fue mi parte favorita), esculturas, monedas, billetes, la sala de instrumentos, 👌 lo disfrute bastante!"
161,"El museo es gratis. Si llevas artículos en la mochila que no están permitidos puedes dejarlos en la paquetería sin costo alguno. Son 6 pisos. Los más hermosos son los de obras en marfil y las pinturas. También hay maquetas, exhibiciones de monedas y cosas antiguas. Me encantó, tiene muchísima variedad de arte. Las explicaciones de los periodos del arte inclusive son tan amenos de leer para comprender la historia y su evolución. 100% recomendable"
162,"Excelente, está muy bonito e interesante."
163,Sin duda alguna cada visita sigue sorprendiendo.
164,Genial lugar para conocer más sobre diversos temas egin la exposición
165,"Una gran coleccion de arte e historia, vale la pena verla, excelente museo."
166,"Impresionante museo futurista, uno de los hermosos museos que se encuentran en Ciudad de México.  Es sorprendente lo que puede lograr el ser humano y realmente hermoso, la prueba está en este museo, sin duda alguna es encantador que te gustará tomar más de una fotografía si visitas en Ciudad de México.
100% recomendado ir con la persona que amas, amigos, familia o tu solo :)"
167,"Me encantó el museo, tiene buena atención y una maravillosas obras 🤙"
168,"Bastante bueno. Lugar obligado al estar en CDMX. Aunque hay fila, fluye bien y no hay aglomeraciones. Muy respetuosas las personas que trabajan ahí. Hablando del arte, si lo recomiendo, muy buenas obras y organización de las mismas, podrás encontrar, no solo óleos y pinturas, también hay monedas y billetes antiguos, esculturas y más. 100% recomendado."
169,"Bonito lugar, lo que más me gustó fue la colección de aparatos telefónicos, algunos los llegamos a usar"
170,"Perfecta experiencia para apreciar el arte, pasar un momento tranquilo, descubrir cosas nuevas y enamorarte de muchos de los objetos que hay dentro. Recomiendo ir con tiempo para apreciar realmente las pinturas, los marfiles y los objetos a gran detalle. Unas 4 horas para todo el lugar serían sensacionales."
171,"Es un lugar hermoso, con una exposición encantadora. La construcción es innovadora y hermosa!!"
172,Excelente lugar para recorrer sus pisos llenos de arte
173,"Un excelente museo, grandisimo y bellisimo en todos sus aspectos. Recomiendo ir con tiempo de anticipación, porque es enorme."
174,"Me gusto mucho, tiene cosas muy interesantes
Un museo de verdad que recomiendo que visiten
Tiene al mil la seguridad y las medidas adecuadas , super bonito."
175,"Primero el acceso es GRATUITO
El museo tiene un grandioso diseño por fuera como por dentro, buena arquitectura, son 6 pisos de diferentes estilos de arte, así como de cultura, así que te recomiendo que vayas cómodo y con tiempo, tienen buena seguridad y la limpieza es excelente por favor NO TIREN BASURA, Excelente Lugar para conocer y aprender. RECOMENDADO"
176,"El edificio que alberga al museo en Polanco tiene una altura de 46 metros y su emblemática forma está cubierta de 16 mil hexágonos-mosaicos de acero. 28 columnas curvadas de acero le dan su característica forma. El proyecto arquitectónico es del despacho FR.EE del arquitecto mexicano Fernando Romero, con la asesoría de Frank Gehry, uno de los arquitectos más influyentes del mundo, creador de recintos imponentes como el Museo Guggenheim de Bilbao, en España, y el Walt Disney Concert Hall, en Los Ángeles, California y de la firma inglesa.

Y a de más...

""La Puerta del Infierno"" es un impresionante grupo escultórico creado por Auguste Rodin, con la colaboración de la escultora Camille Claudel, entre 1880 y 1917. Está compuesta por figuras inspiradas en el infierno de la Divina Comedia de Dante Alighieri, el poema ""Las Flores del Mal"", de Charles Baudelaire, y por ""Metamorfosis"", de Ovidio. Rodin no alcanzó a ver la obra terminada, pero se fundieron ocho originales en bronce que están en museos de Francia, Estados Unidos, Suiza, Japón, Corea del Sur y México. Esta última está en exhibición en el Soumaya. Además, el museo posee la colección más importante del trabajo de Auguste Rodin, fuera de Francia y alberga a las únicas obras de Van Gogh que hay en México."
177,"La arquitectura del lugar es una maravilla.
Al ver algunas de la esculturas, pinturas u otro artículo que hay, se ve que todo tiene su historia que contar."
178,Esta colección es una joya porque retrata distintos hitos de la cultura mexicana. Obra realizada a principios del siglo 20
179,Una experiencia que se puede disfrutar con toda la familia. Recomendable.
180,"No me lo esperaba. Este museo tiene una gran cantidad de esculturas, pinturas y objetos de alto valor histórico y cultural.

De todo lo que vi, rescato especialmente las reliquias de la cultura mexicana, la colección de teléfonos y el retrato de Carlos II, último rey de la rama española de los Habsburgo."
181,"Es un museo ecléctico, lleno de adquisiciones, de diversas épocas, en dónde algunas carecen de sentido, la exposición carece de coherencia, y lo que parece es la acumulación de un niño rico, que no supo que hacer con todo esto y montó un museo.
El edificio es horrible, hay que decirlo, es una mole que no tiene ni pies ni cabeza, y si bien el trabajo en marfil es muy logrado, no hay que olvidar que muchos elefantes murieron para ello.  Es un museo papa sin sal"
