,Nombre,Temática,Adscripción,Página web,Entidad,Municipio
913,Museo de Sitio  de la Zona Arqueológica de Boca de Potrerillos,Arqueología,Secretaría de Cultura/INAH,https://www.inah.gob.mx/zonas/184-zona-arqueologica-boca-de-potrerillos,Nuevo León,Mina
914,Museo Bernabé de las Casas ,Antropología,Patronato de Promoción y Desarrollo Sociocultural de Mina/Ayuntamiento de Mina,,Nuevo León,Mina
915,Museo Histórico y Casa de la Cultura Valle del Pilón,Historia,Patronato Museo Histórico y Casa de la Cultura Valle del Pilón/Ayuntamiento de Montemorelos,,Nuevo León,Montemorelos
916,"Museo del Acero Horno3, Parque Fundidora",Ciencia y tecnología,"Patronato Museo del Acero, A.C.",http://www.horno3.org/,Nuevo León,Monterrey
917,"Museo Regional de Nuevo León, El Obispado",Historia,Secretaría de Cultura/INAH,http://www.elobispado.inah.gob.mx,Nuevo León,Monterrey
918,Museo del Vidrio (MUVI),Arte,"Vitro, S.A. de C.V.",http://www.museodelvidrio.com/,Nuevo León,Monterrey
919,Museo Metropolitano de Monterrey,Historia,Ayuntamiento de Monterrey,,Nuevo León,Monterrey
920,Papalote Museo del Niño Monterrey,TND,"Servi Museos, A.C",http://monterrey.papalote.org.mx/,Nuevo León,Monterrey
921,Museo de Arte Contemporáneo de Monterrey (MARCO),Arte,Patronato del Museo de Arte Contemporáneo de Monterrey,https://www.marco.org.mx/,Nuevo León,Monterrey
922,Museo de Historia Mexicana,Historia,Gobierno del Estado de Nuevo León,http://www.museohistoriamexicana.org.mx/themes/mhm.html,Nuevo León,Monterrey
923,Museo Histórico del Centro Cultural Universiario,Historia,Colegio Civil/Universidad Autónoma de Nuevo León ,,Nuevo León,Monterrey
924,Museo de Sitio de Arqueología Industrial Parque Fundidora,Ciencia y tecnología,Gobierno del Estado de Nuevo León/Parque Fundidora,http://www.parquefundidora.org,Nuevo León,Monterrey
925,El Museo del Dulce,Especializado,Gobierno del Estado,,Nuevo León,Monterrey
926,Museo La Casa de los Títeres,Arte,"Baúl Teatro, A.C.",,Nuevo León,Monterrey
927,Museo de Cera de Monterrey,Arte,Parque Fundidora/Gobierno del Estado de Nuevo León,http://museodeceramonterrey.com/ubicacion/,Nuevo León,Monterrey
928,Sala Museo Dr. Ángel Oscar Ulloa Gregori,Ciencia y tecnología,Facultad de Medicina de la Universidad Autónoma de Nuevo León,http://www.medicina.uanl.mx/salamuseo/,Nuevo León,Monterrey
929,Museo Estatal de Culturas Populares de Nuevo León,Arte,CONARTE,http://conarte.org.mx/museo-estatal-culturas-populares/,Nuevo León,Monterrey
930,Museo del Ferrocarril Antigua Estación del Golfo,Historia,Casa de la Cultura de Nuevo León/CONARTE,https://conarte.org.mx/casa-de-la-cultura-de-nuevo-leon/,Nuevo León,Monterrey
931,Museo del Noreste (MUNE),Historia,Gobierno del Estado de Nuevo León,http://www.museohistoriamexicana.org.mx/themes/mn.html,Nuevo León,Monterrey
932,Salón de la Fama del Béisbol Mexicano,Historia,Cervecería Cuauhtémoc (FEMSA),,Nuevo León,Monterrey
933,Museo de Autos y del Transporte de Monterrey Humberto Lobo Villarreal,Especializado,"Museo de Autos y del Transporte de Monterrey, A.C.",http://museodelauto.blogspot.com/,Nuevo León,Monterrey
934,Museo de la Fauna y Ciencias Naturales,Ciencia y tecnología,Patronato del Museo de la Fauna y Ciencias Naturales,,Nuevo León,Monterrey
935,Pinacoteca de Nuevo León,Arte,Consejo para la Cultura y las Artes de Nuevo León,http://conarte.org.mx/pinacoteca-nuevo-leon/,Nuevo León,Monterrey
936,Museo del Palacio ,Historia,Gobierno del Estado de Nuevo León,http://www.museohistoriamexicana.org.mx/themes/mp.html,Nuevo León,Monterrey
937,Museo de Historia Regional Profr. Celso Garza Guajardo,Historia,Ayuntamiento de Sabinas Hidalgo,,Nuevo León,Sabinas Hidalgo
938,Museo San Nicolás (MUSAN) ,Ciencia y tecnología,Patronato del Gobierno Municipal,,Nuevo León,San Nicolás de los Garza
939,Museo Industrial  El Blanqueo ,Ciencia y tecnología,Ayuntamiento de Santa Catarina,http://museoelblanqueo.blogspot.mx/,Nuevo León,Santa Catarina
940,Museo de Historia de Santiago,Historia,Ayuntamiento de Santiago/Secretaría de Desarrolo Social y Humano,,Nuevo León,Santiago
941,Museo Casa de la Plomada,Ciencia y tecnología,Ayuntamiento de Vallecillo,,Nuevo León,Vallecillo
942,Museo Profr. Timoteo L. Hernández,Antropología,Ayuntamiento de Villaldama,,Nuevo León,Villaldama
943,Museo Comunitario de San José El Mogote,Arqueología,Unión de Museos Comunitarios de Oaxaca,,Oaxaca,Guadalupe Etla
944,Sala Homenaje a Juárez,Historia,Secretaría de Cultura/INAH,http://www.inah.gob.mx/es/red-de-museos/303-sala-homenaje-a-juarez,Oaxaca,Guelatao de Juárez
945,Museo Regional de Huajuapan (MUREH) ,Arqueología,"Asociación Cívica y Cultural Antonio de León, A.C",,Oaxaca,Heroica Ciudad de Huajuapan de León
946,Museo Comunitario Añuti (Seis Mono),Arqueología,Ayuntamiento de Magdalena Jaltepec,,Oaxaca,Magdalena Jaltepec
947,Museo Histórico del Palacio Municipal de  Miahuatlán,Arqueología,Ayuntamiento de Miahuatlán de Porfirio Díaz,,Oaxaca,Miahuatlán de Porfirio Díaz
948,Museo Comunitario de Natividad,Historia,Unión de Museos Comunitarios,,Oaxaca,Natividad
949,Museo Infantil de Oaxaca (MIO),Arte,"Fundación Alfredo Harp Helú Oaxaca, A.C./Secretaría de las Culturas y las Artes de Oaxaca",http://www.mio.org.mx/,Oaxaca,Oaxaca de Juárez
950,Museo Boutique Aroch,Arte,"Artes, Oficios y Crecimiento Humano, A.C.",,Oaxaca,Oaxaca de Juárez
951,Museo Histórico Casa de Juárez,Historia,Secretaría de Cultura/INAH,http://www.inah.gob.mx/es/red-de-museos/208-museo-historico-casa-de-juarez,Oaxaca,Oaxaca de Juárez
952,Museo Textil de Oaxaca,Arte,"Fundación Alfredo Harp Helú, A.C.",https://museotextildeoaxaca.org/,Oaxaca,Oaxaca de Juárez
953,Instituto de Artes Gráficas de Oaxaca (IAGO),Arte,"Secretaría de Cultura / INBAL / Amigos del IAGO y del CFMAB, A.C.",http://institutodeartesgraficasdeoaxaca.blogspot.mx/,Oaxaca,Oaxaca de Juárez
954,Casa de la Ciudad,Arte,"Fundación Alfredo Harp Helú Oaxaca, A.C.",https://casadelaciudad.org/?fbclid=IwAR0UsOo602fuhsLGdgIYS8iBcD51i-vKwRPjgtu31jcMMuV9P_lN2t8ZcZM,Oaxaca,Oaxaca de Juárez
955,Museo de las Culturas de Oaxaca/Ex Convento de Santo Domingo de Guzmán,Historia,Secretaría de Cultura/INAH,http://www.inah.gob.mx/es/red-de-museos/207-museo-de-las-culturas-de-oaxaca-santo-domingo,Oaxaca,Oaxaca de Juárez
956,Museo 8 Venado Garra Jaguar,Historia,,,Oaxaca,Oaxaca de Juárez
957,Planetario Nundehui,Ciencia y tecnología,,,Oaxaca,Oaxaca de Juárez
958,Museo de la Soledad,Arte,Templo de la Soledad,,Oaxaca,Oaxaca de Juárez
959,Museo de Los Pintores Oaxaqueños (MUPO),Arte,Secretaría de las Culturas y Artes de Oaxaca,http://www.museodelospintores.blogspot.com,Oaxaca,Oaxaca de Juárez
960,Museo de Arte Prehispánico de México Rufino Tamayo,Arte,Secretaría de Cultura/INBA,,Oaxaca,Oaxaca de Juárez
961,Museo de Filatelia de Oaxaca,Arte,"Museo de Filatelia de Oaxaca, A.C.",http://www.mufi.org.mx ,Oaxaca,Oaxaca de Juárez
962,Museo de Artes Populares Belber Jiménez,Arte,,,Oaxaca,Oaxaca de Juárez
963,Centro Fotográfico Manuel Álvarez Bravo (CFMAB),Arte,"Amigos del Instituto de Artes Gráficas de Oaxaca y del Centro Fotográfico Álvarez Bravo, A.C.",https://www.cfmab.com.mx/,Oaxaca,Oaxaca de Juárez
964,Museo Estatal de Arte Popular Oaxaca,Arte,Coordinación de Espacios Culturales de Oaxaca/Secretaría de las Culturas y Artes de Oaxaca,,Oaxaca,San Bartolo Coyotepec
965,Museo Comunitario Snuu Vico,Arqueología,"Unión Estatal de Museos Comunitarios de Oaxaca, A.C.",,Oaxaca,San Juan Mixtepec
966,Museo Comunitario Hitalulu (Flor bonita),Arqueología,Unión de Museos Comunitarios de Oaxaca,,Oaxaca,San Martín Huamelúlpam
967,Museo Comunitario de San Miguel El Grande,Antropología,Ayuntamiento de San Miguel El Grande,,Oaxaca,San Miguel el Grande
968, Museo Comunitario <i>Jna´ Niingui</i> (Cerro del Gran Caracol),Arte,Unión de Museos Comunitarios de Oaxaca,,Oaxaca,San Miguel Tequixtepec
969,Museo Comunitario de San Pablo Huitzo,Arqueología,Comunitario independiente,,Oaxaca,San Pablo Huitzo
970,Museo Comunitario Cerro de los Huizaches,Arqueología,Unión de Museos Comunitarios de Oaxaca,,Oaxaca,San Pablo Huixtepec
971,Museo de Sitio de la Zona Arqueológica de Mitla,,Secretaría de Cutura/INAH,https://www.inah.gob.mx/zonas/87-zona-arqueologica-de-mitla,Oaxaca,San Pablo Villa de Mitla
972,Museo Oaxaqueño de Arqueología Ervin Frissell (Cerrado tempralmente),Arqueología,Secretaría de las Culturas y Artes de Oaxaca,,Oaxaca,San Pablo Villa de Mitla
973,Museo Memorias de Yucundaayee,Arqueología,Unión de Museos Comunitarios de Oaxaca,http://tequixtepec.blogspot.com/p/museo-comunitario.html,Oaxaca,San Pedro y San Pablo Tequixtepec
974,Museo Arqueológico de San Pedro Yucunama,Arqueología,Ayuntamiento de San Pedro Yucunama,,Oaxaca,San Pedro Yucunama
975,Museo Comunitario Shan Dany (Bajo el cerro),Arqueología,Unión de Museos Comunitarios de Oaxaca,,Oaxaca,Santa Ana del Valle
976,Museo de Sitio de la Zona Arqueológica de Monte Albán,Arqueología,Secretaría de Cultura/INAH,http://www.inah.gob.mx/zonas/209-museo-de-sitio-de-monte-alban,Oaxaca,Santa Cruz Xoxocotlán
977,Museo Ecológico de la Grana Cochinilla Nocheztlicalli y Nopal,Ciencia y tecnología,"Instituto de la Grana Cochinilla, A.C.",https://www.igraco.org.mx/,Oaxaca,Santa Lucía del Camino
978,Museo Comunitario Note Ujia (Siete ríos),Historia,Unión de Museos Comunitarios de Oaxaca,,Oaxaca,Heroica Ciudad de Tlaxiaco
979,Museo Comunitario de Santa María Cuquila,TND,Agencia Municipal de Santa Maria Cuquila,,Oaxaca,Heroica Ciudad de Tlaxiaco
980,Museo Comunitario Ñuu Kuiñe (Cerro del tigre),Arqueología,Comunitario independiente,http://www.cdi.gob.mx/cuquila/museo.html,Oaxaca,Heroica Ciudad de Tlaxiaco
981,Museo Comunitario de  Atzompa ,Arqueología,Comunidad de Atzompa,http://www.inah.gob.mx/es/boletines/4007-museo-de-atzompa-rescata-legado-zapoteca,Oaxaca,Santa María Atzompa
982,Museo de Sitio Bocana del Río Copalita,Arqueología,Secretaría de Cultura/INAH,http://www.inah.gob.mx/red-de-museos/310-museo-de-sitio-de-bocana-del-rio-copalita,Oaxaca,Santa María Huatulco
983,Museo Comunitario Yucu-iti (Cerro de ocote),Arqueología,Unión de Museos Comunitarios de Oaxaca,,Oaxaca,Santa María Yucuhiti
984,Museo Comunitario Yukuni`i (Cerro que Retumba) ,Arqueología,Patronato del Museo,,Oaxaca,Santiago Chazumba
985,Museo Comunitario <i>Yuku ndeku</i>,Historia,Municipio de Santiago Huauclilla,,Oaxaca,Santiago Huauclilla
986,Museo Comunitario Ta Guiil-Reiñ (Cerro de Sangre),Arqueología,Unión de Museos Comunitarios de Oaxaca,,Oaxaca,Santiago Matatlán
987,Museo Comunitario Cerro de la Campana,Arqueología,Unión de Museos Comunitarios de Oaxaca,,Oaxaca,Santiago Suchilquitongo
988,Museo Regional del Ex Convento de Santo Domingo Yanhuitlán,Arte,Secretaría de Cultura/INAH,http://www.inah.gob.mx/red-de-museos/314-museo-regional-del-ex-convento-de-santo-domingo-yanhuitlan,Oaxaca,Santo Domingo Yanhuitlán
989,Museo Comunitario de Santos Reyes Tepejillo,TND,Ayuntamiento de Santos Reyes Tepejillo,,Oaxaca,Santos Reyes Tepejillo
990, Museo Comunitario <i>Balaa Xtee Guech Gulal</i>,Arte,Regiduria de Cultura del Municipio de Teotitlàn del Valle,http://www.aquioaxaca.com/index.php?option=com_content&view=article&id=60:museo-comunitario-de-teotitldel-valle&catid=49:articulos,Oaxaca,Teotitlán del Valle
991,Museo Comunitario Ñiace (Cerro de la miel),Arqueología,Unión de Museos Comunitarios de Oaxaca,,Oaxaca,Tepelmeme Villa de Morelos
992,Ñuu Xia´a (Pueblo Ahogado),Antropología,Ayuntamiento Heroica Villa de Tezoatlan de Segura y Luna	,,Oaxaca,"Heroica Villa Tezoatlán de Segura y Luna, Cuna de la Independencia de Oaxaca"
993,Museo Geológico de Rosario Nuevo,Ciencia y tecnología,Ayuntamiento de Tezoatlán de Segura y Luna,,Oaxaca,"Heroica Villa Tezoatlán de Segura y Luna, Cuna de la Independencia de Oaxaca"
994,Museo de sitio de la Zona Arqueológica de Zaachila,,Secretaría de Cultura/INAH,http://www.inah.gob.mx/es/zonas/91-zona-arqueologica-de-zaachila,Oaxaca,Villa de Zaachila
995,Museo Industrial de Metepec,Historia,Benemérita Universidad Autónoma de Puebla,https://www.buap.mx/content/museo-industrial-metepec,Puebla,Atlixco
996,Museo de Arte religioso Cuautinchan,Arte,"Parroquia de San Juan Bautista, Decanato de Totimehuacan",https://www.poblanerias.com/2017/05/cuautinchan-tesoro-de-arte-sacro-colonial/,Puebla,Cuautinchán
997,Museo Regional de Cuetzalan Emma Flores de Morante,Antropología,Ayuntamiento de Cuetzalan,,Puebla,Cuetzalan del Progreso
998,Museo La Magnolia,,Ayuntamiento de Chalchicomula de Sesma,,Puebla,Chalchicomula de Sesma
999,Museo Gilberto Bosques Saldívar,Historia,Ayuntamiento de Chiautla de Tapia,http://www.puebla.travel/es/museos/item/museo-gilberto-bosques-saldivar,Puebla,Chiautla
1000,Museo Comunitario de Atencingo,Arqueología,Ayuntamiento de Chietla,,Puebla,Chietla
1001,"Museo de Arte Religioso, Ex Convento de San Martín Huaquechula",Arte,,,Puebla,Huaquechula
1002,Museo Comunitario de Zapata del Plan de Ayala,Historia,Ayuntamiento de Huehuetlan El Chico,,Puebla,Huehuetlán el Chico
1003,Museo  de la Evangelización Ex Convento de San Miguel Arcángel,Historia,Secretaría de Cultura/INAH,,Puebla,Huejotzingo
1004,Museo Comunitario Ixtacamaxtitlán,Arqueología,Comunitario independiente,,Puebla,Ixtacamaxtitlán
1005,Museo Casa de Cultura de Izúcar,Arqueología,H. Ayuntamiento de Izúcar de Matamoros,http://museu.ms/museum/details/17748/museo-de-sitio-casa-de-cultura-izcar,Puebla,Izúcar de Matamoros
1006,Museo Regional de Telecomunicaciones Juan de la Granja,,,,Puebla,Nopalucan
1007,Museo Comunitario Xipixtla,Historia,Consejo Nacional de Fomento Educativo,,Puebla,Piaxtla
1008,Galería Tesoros de la Catedral de Puebla,,,http://www.arquidiocesisdepuebla.mx/index.php/arzobispado/catedral,Puebla,Puebla
1009,Museo José Luis Bello y Zetina,Arte,Fundación José Luis Bello y Zetina,http://www.museobelloyzetina.org,Puebla,Puebla
1010,Museo La Casa del Mendrugo,Historia,"Fundación La Casa del Mendrugo, A.C.",http://www.casadelmendrugo.com/,Puebla,Puebla
1011,Museo Biblioteca Palafoxiana ,TND,Secretaría de Cultura y Turismo de Puebla,,Puebla,Puebla
1012,Museo de Arte Religioso Ex Convento de Santa Mónica,Arte,Secretaría de Cultura/INAH,http://www.inah.gob.mx/es/red-de-museos/234-museo-de-arte-religioso-de-santa-monica,Puebla,Puebla
1013,Museo Interactivo 5 de Mayo,Historia,Consejo Estatal para la Cultura y las Artes de Puebla,,Puebla,Puebla
1014,Casa de la Música de Viena en Puebla,Arte,Secretaría de Cultura y Turismo del Gobierno del Estado de Puebla,,Puebla,Puebla
1015,Museo Universitario Casa de los Muñecos,Arte,Benemérita Universidad Autónoma de Puebla,http://cmas.siu.buap.mx/portal_pprd/wb/vedc/historia_museo_universitario_casa_de_los_munecos,Puebla,Puebla
1016,Museo Infantil La Constancia Mexicana,Ciencia y tecnología,CECAP,http://museospuebla.puebla.gob.mx/index.php/museos/item/museo-infantil-de-la-constancia,Puebla,Puebla
1017,Museo del Ejército y Fuerza Aérea Mexicanos,Historia,Secretaría de la Defensa Nacional (SEDENA),https://www.gob.mx/sedena/acciones-y-programas/museo-del-ejercito-y-fuerza-aerea-mexicanos-puebla-pue,Puebla,Puebla
1018,Museo Regional de Puebla,Arqueología,Secretaría de Cultura/INAH,http://www.inah.gob.mx/es/red-de-museos/283-museo-regional-de-puebla,Puebla,Puebla
1019,Museo Viviente  Puebla,Especializado,Asociación Veterinaria de Reptiles  y Anfibios A.C, http://www.museoviviente.com/,Puebla,Puebla
1020,Museo Histórico de la No Intervención Fuerte de Loreto,Historia,Secretaría de Cultura/INAH,https://www.inah.gob.mx/red-de-museos/285-museo-del-fuerte-de-loreto,Puebla,Puebla
1021,Museo UPAEP,Arte,Universidad Popular Autónoma del Estado de Puebla,http://www.upaep.mx/museo,Puebla,Puebla
1022,Planetario de Puebla Germán Martínez Hidalgo,Ciencia y tecnología,Consejo de Ciencia y Tecnología del Estado de Puebla,https://imagenpoblana.com/18/03/11/planetario-german-martinez-hidalgo-en-puebla-la-ciencia-divierte,Puebla,Puebla
1023,Museo del Tecnológico de Monterrey,Arte,"Tecnológico de Monterrey, Campus Puebla",http://www.pue.itesm.mx/museo/historia.php,Puebla,Puebla
1024,Museo Nacional de los Ferrocarriles Mexicanos,Historia,Secretaría de Cultura/Centro Nacional para la Preservación del Patrimonio Cultural Ferrocarrilero,https://museoferrocarrilesmexicanos.gob.mx/,Puebla,Puebla
1025,Museo del Automóvil Puebla,Especializado,"Asociación del Automóvil Antiguo Puebla, A.C",,Puebla,Puebla
1026,Museo Internacional del Barroco,Arte,Gobierno del Estado de Puebla,,Puebla,Puebla
1027,Museo de la Evolución Puebla,Ciencia y tecnología,Secretaría de Cultura y Turismo del Gobierno del Estado de Puebla,http://museospuebla.puebla.gob.mx/museos/item/8-museo-de-la-evolucion-puebla,Puebla,Puebla
1028,Museo de la Música Mexicana Rafael Tovar y de Teresa,Arte,Secretaría de Cultura y Turismo del Gobierno del Estado de Puebla,,Puebla,Puebla
1029,"Museo Regional de la Revolución Mexicana, Casa de los Hermanos Serdán",Historia,Secretaría de Cultura del Gobierno del Estado de Puebla,http://museospuebla.puebla.gob.mx,Puebla,Puebla
1030,Museo Interactivo de Talavera Celia,,Privado,http://www.museointeractivo.com.mx/,Puebla,Puebla
1031,Museo San José María de Yermo y Parres,Historia,"Congregación de Siervas del Sagrado Corazón de Jesús y de los pobres, C.R.",http://yermoyparres.org.mx/es/museo/,Puebla,Puebla
1032,Museo Amparo,Arqueología,Fundación Amparo,http://www.museoamparo.com/,Puebla,Puebla
1033,San Pedro Museo de Arte,Historia,Museos Secretaría de Cultura y Turismo del Estado de Puebla,,Puebla,Puebla
1034,Museo Fuerte de Guadalupe,Historia,Secretaría de Cultura/INAH,http://www.inah.gob.mx/red-de-museos/284-fuerte-de-guadalupe,Puebla,Puebla
1035,Museo José Luis Bello y González,Arte,Consejo Estatal para la Cultura y las Artes del Estado de Puebla,,Puebla,Puebla
