,Nombre,Temática,Adscripción,Página web,Entidad,Municipio,Puntaje,Cantidad de comentarios
177,Museo de Metalistería. Las formas y los colores del hierro,,Particular,,Chiapas,San Cristóbal de las Casas,NaN,0
178,Museo de Bichos e Insectos,Ciencia y tecnología,Particular,,Chiapas,San Cristóbal de las Casas,3.4,5
179,Museo de Historia y Curiosidades de San Cristóbal,Historia,Fundación Miguel Muñoz,http://www.nuestras-raices.com/concepto.php,Chiapas,San Cristóbal de las Casas,4.2,20
180,Museo de Culturas Populares de Chiapas,Arte,Dirección General de Culturas Populares/Secretaría de Cultura,,Chiapas,San Cristóbal de las Casas,4.3,107
181,Museo de Trajes Regionales de Sergio Castro,Antropología,"Yokchij Sergio Arturo Castro Martínez, A.C.",http://yokchij.org,Chiapas,San Cristóbal de las Casas,4.7,66
182,Museo Mesoamericano del Jade,Arte,Casa del Jade de México,http://www.eljade.com/,Chiapas,San Cristóbal de las Casas,4.4,1129
183,Museo Jtatik Samuel,Antropología,"Centro Comunitario El Caminante, A.C.",,Chiapas,San Cristóbal de las Casas,4.7,195
184,Museo Arqueológico del Soconusco (Cerrado por remodelación),Arqueología,Secretaría de Cultura/INAH,http://www.inah.gob.mx/es/red-de-museos/238-museo-arqueologico-del-soconusco,Chiapas,Tapachula,4.1,56
185,Museo Comunitario Tøs Ngumguy (Nuestro pueblo),Antropología,,,Chiapas,Tecpatán,NaN,0
186,Parador Museo Santa María,,,,Chiapas,La Trinitaria,4.5,249
187,Museo Tziscao,Historia,Parque Natural Ecoturístico Mame de Tziscao S.C. de R.L. de C.V.,https://ecotziscao.com/2020/08/19/museo-cultural/,Chiapas,La Trinitaria,5.0,4
188,Museo de sitio de la Zona Arqueológica de Lagartero,,Secretaría de Cultura/INAH,http://www.inah.gob.mx/zonas/18-zona-arqueologica-de-lagartero,Chiapas,La Trinitaria,4.5,178
189,Museo de Paleontología Eliseo Palacios Aguilera,Ciencia y tecnología,Secretaría de Medio Ambiente e Historia Natural/Dirección de Paleontología,,Chiapas,Tuxtla Gutiérrez,4.3,168
190,Museo Regional de Chiapas,Historia,Secretaría de Cultura/INAH,http://www.inah.gob.mx/es/red-de-museos/236-museo-regional-de-chiapas,Chiapas,Tuxtla Gutiérrez,4.3,387
191,Museo del Café,Especializado,Consejo Estatal para las Culturas y las Artes de Chiapas,,Chiapas,Tuxtla Gutiérrez,4.5,747
192,Museo de la Marimba,Arte,Ayuntamiento de Tuxtla Gutiérrez,,Chiapas,Tuxtla Gutiérrez,4.7,172
193,Museo Chiapas de Ciencia y Tecnología,Ciencia y tecnología,Consejo de Ciencia y Tecnología del Estado de Chiapas,https://icti.chiapas.gob.mx/espacios/museo/,Chiapas,Tuxtla Gutiérrez,4.8,10
194,Museo del Niño en Tuxtla Gutiérrez,Ciencia y tecnología,Gobierno del Estado de Chiapas,,Chiapas,Tuxtla Gutiérrez,4.3,754
195,Museo de las Artesanías de Chiapas,,Instituto Casa de las Artesanías de Chiapas,,Chiapas,Tuxtla Gutiérrez,5.0,3
196,Museo Zoológico César Domínguez Flores,Ciencia y tecnología,Secretaría de Medio Ambiente e Historia Natural/Gobierno de Chiapas,,Chiapas,Tuxtla Gutiérrez,NaN,0
197,Museo Jardín Botánico Faustino Miranda,Ciencia y tecnología,Secretaría de Medio Ambiente e Historia Natural,http://www.turismochiapas.gob.mx/sectur/museo-jardn-botnico-faustino-miranda,Chiapas,Tuxtla Gutiérrez,4.4,1395
198,Museo del Cocodrilo,Ciencia y tecnología,Gobierno del Estado de Chiapas/Instituto de Historia Natural y Ecología,http://www.turismochiapas.gob.mx/sectur/museo-del-cocodrilo,Chiapas,Tuxtla Gutiérrez,4.6,197
199,Planetario Tuxtla Jaime Sabines Gutiérrez ,Ciencia y tecnología,Consejo de Ciencia y Tecnología del Estado de Chiapas (COCYTECH),https://www.icti.chiapas.gob.mx/,Chiapas,Tuxtla Gutiérrez,4.5,76
200,Museo Zoque,Historia,Ayuntamiento de Tuxtla Gutiérrez/Instituto Tuxtleco de Arte y Cultura,http://www.turismochiapas.gob.mx/sectur/museo-zoque,Chiapas,Tuxtla Gutiérrez,3.8,42
201,Museo del Café,Especializado,"Sociedad Cooperativa Centro Turístico Santo Domingo, S.C.L.",http://www.turismochiapas.gob.mx/sectur/centro-eco-turstico-santo-domingo,Chiapas,Unión Juárez,4.5,747
202,Museo Municipal Comunitario Yashlum ,Antropología,Ayuntamiento de Yajalón,,Chiapas,Yajalón,NaN,0
203,Museo Benito Juárez,Historia,Ayuntamiento de Ahumada,http://www.ahumada.gob.mx/Contenido/plantilla5.asp?cve_canal=14803&Portal=ahumada,Chihuahua,Ahumada,4.6,715
204,Museo Comunitario de Santa Eulalia,Historia,"Museos Comunitarios de Chihuahua, A.C.",,Chihuahua,Aquiles Serdán,NaN,0
205,Museo Casa de las Artesanías del Estado de Chihuahua,Arte,Gobierno del Estado de Chihuahua,,Chihuahua,Bocoyna,NaN,0
206,Museo de las Culturas del Norte,Arqueología,Secretaría de Cultura/INAH,http://www.inah.gob.mx/red-de-museos/243-museo-de-las-culturas-del-norte-paquime,Chihuahua,Casas Grandes,4.7,212
207,Museo del General Toribio Ortega,Historia,"Museos Comunitarios de Chihuahua, A.C.",,Chihuahua,Coyame del Sotol,NaN,0
208,Museo Casa de Juárez,Historia,Asociación Rescate Histórico,,Chihuahua,La Cruz,4.6,715
209,Museo Menonita,Historia,"Museo y Centro Cultural Menonita, A.C.",,Chihuahua,Cuauhtémoc,4.7,3918
210,Museo de la Ciudad,,Centro Cultural del Parque Mirador/Instituto de Cultura de Chihuahua,,Chihuahua,Cuauhtémoc,NaN,0
211,Museo Favela,Antropología,"Museo Ejido Favela, A.C.",,Chihuahua,Cuauhtémoc,4.5,79
212,Museo Histórico de Cusihuiriachi,Historia,Ayuntamiento de Cusihuiriachi,,Chihuahua,Cusihuiriachi,NaN,0
213,Poliforum Cultural Universitario,Arte,Universidad Autónoma de Chihuahua,https://uach.mx/visitantes/poliforum-cultural-universitario/,Chihuahua,Chihuahua,4.9,21
214,Museo Histórico de la Revolución Mexicana,Historia,"Secretaría de la Defensa Nacional (SEDENA), Dirección General de Archivo e Historia",http://www.gob.mx/sedena/acciones-y-programas/museo-historico-de-la-revolucion,Chihuahua,Chihuahua,4.7,3397
215,Museo del Centro Cultural Universitario Quinta Gameros,Historia,Universidad Autónoma de Chihuahua,,Chihuahua,Chihuahua,4.7,4126
216,"Casa Chihuahua, Centro de Patrimonio Cultural/Museo de Sitio Calabozo de Hidalgo",Historia,"Secretaría de Educación, Cultura y Deporte del Estado de Chihuahua",http://casachihuahua.org.mx/,Chihuahua,Chihuahua,4.6,189
217, Museo de Sitio del General Toribio Ortega,,Quinta Touche/Gobierno Municipal de Chihuahua,,Chihuahua,Chihuahua,NaN,0
218,Museo Galería de Armas,Historia,Instituto Chihuahuense de la Cultura,,Chihuahua,Chihuahua,NaN,0
219,Museo de la Lealtad Republicana Casa de Juárez,Historia,Instituto Chihuahuense de la Cultura,,Chihuahua,Chihuahua,4.6,715
220,Museo de Hidalgo,Historia,Instituto Chihuahuense de la Cultura/Palacio de Gobierno de Chihuahua,,Chihuahua,Chihuahua,NaN,0
221,Museo Comunitario Tarike,Historia,"Fundación Cultural Tarike, A.C.",,Chihuahua,Chihuahua,4.3,144
222,Museo del Mamut,Ciencia y tecnología,Asociación Civil del Museo de Paleontología,,Chihuahua,Chihuahua,4.1,1315
223,Museo Sebastián,Arte,Ayuntamiento de Chihuahua/Instituto de Cultura del Municipio de Chihuahua,http://www.icm.gob.mx/page1.php?id=galerias-y-museos,Chihuahua,Chihuahua,4.5,338
224,Museo Interactivo de Finanzas La Bóveda,Temática no determinada,Ayuntamiento de Chihuahua,,Chihuahua,Chihuahua,NaN,0
225,Museo Semilla,Ciencia y tecnología,DIF Estatal,,Chihuahua,Chihuahua,4.6,3115
226,Casa Redonda Museo Chihuahuense de Arte Contemporáneo,Arte,Instituto Chihuahuense de la Cultura,,Chihuahua,Chihuahua,4.6,241
227,Museo del Desierto Chihuahuense (MUDECH),Ciencia y tecnología,Gobierno del Estado de Chihuahua/Instituto Chihuahuense de la Cultura,,Chihuahua,Delicias,4.7,322
228,Museo de Sitio Huellas de Nuestros Pasos,Historia,Ayuntamiento de Delicias/Coordinación de Cultura,,Chihuahua,Delicias,NaN,0
229,Museo de Paleontología de Delicias,Ciencia y tecnología,Ayuntamiento de Delicias,http://www.museodepaleontologia.com,Chihuahua,Delicias,4.3,1328
230,Museo Regional de Cultura Galeana,Historia,Ayuntamiento de Galeana,,Chihuahua,Galeana,NaN,0
231,Museo Comunitario Norawa,Antropología,Ayuntamiento de Guachochi/Departamento de Fomento Económico y Turismo,,Chihuahua,Guachochi,4.5,66
232,Museo Towi (en proceso de remodelación),Antropología,"Museos Comunitarios de Chihuahua, A.C.",,Chihuahua,Guachochi,NaN,0
233,Museo Comunitario Tomochic,Historia,Ayuntamiento de Guerrero,,Chihuahua,Guerrero,NaN,0
234,Museo Comunitario Abraham González,Historia,"Museos Comunitarios de Chihuahua, A.C.",,Chihuahua,Guerrero,NaN,0
235,Museo Comunitario Ferrocarrilero,Historia,Ayuntamiento de Guerrero,,Chihuahua,Guerrero,NaN,0
236,Palacio Alvarado,Historia,Gobierno del Estado de Chihuahua,,Chihuahua,Hidalgo del Parral,4.8,1327
237,Museo de Arte Sacro,Arte,Diósesis de Parral,,Chihuahua,Hidalgo del Parral,4.1,7
238,Museo de Historia Regional de Parral Casa Griensen,Historia,Secretaría de Cultura de Chihuahua,http://secretariadecultura.chihuahua.gob.mx/precinct-detail.php?id=15,Chihuahua,Hidalgo del Parral,4.8,29
239,Museo Mina la Prieta,Ciencia y tecnología,Ayuntamiento de Hidalgo del Parral,,Chihuahua,Hidalgo del Parral,4.7,1208
240,Museo Francisco Villa,Historia,,,Chihuahua,Hidalgo del Parral,4.5,1570
241,Museo de Sitio Centauro del Norte,Historia,Gobierno del Estado de Chihuahua,,Chihuahua,Hidalgo del Parral,NaN,0
242,Museo de la Revolución en la Frontera  (MUREF),Historia,Secretaría de Cultura/INAH,https://inahchihuahua.wordpress.com/museo-de-la-revolucion-en-la-frontera-muref/,Chihuahua,Juárez,4.7,3049
243,Museo de Arte de Ciudad Juárez,Arte,Secretaría de Cultura/INBA,http://www.museodeartejuarez.bellasartes.gob.mx/,Chihuahua,Juárez,4.6,360
244,La Rodadora Espacio Interactivo,Ciencia y tecnología,"Patronato del Museo del Niño de Ciudad Juárez, A.C. ",http://larodadora.org,Chihuahua,Juárez,4.7,3732
245,Museo de Arqueología  e Historia de El Chamizal,Arqueología,Ayuntamiento de Juárez,,Chihuahua,Juárez,4.5,1098
246,Sala de Arte Germán Valdés Tin Tan ,,Instituto para la Cultura del Municipio de Juárez/Ayuntamiento de Cd. Juárez,,Chihuahua,Juárez,4.7,179
247,Museo Regional del Valle de Juárez,Ciencia y tecnología,"Ayuntamiento de Juárez, Dirección General de Educación y Cultura",,Chihuahua,Juárez,4.6,163
248,Museo de Paleontología,Ciencia y tecnología,Ayuntamiento de Julimes,,Chihuahua,Julimes,NaN,0
249,Museo Ciénega de San Pedro,Historia,"Museos Comunitarios de Chihuahua, A.C.",,Chihuahua,Madera,NaN,0
250,Museo Comunitario Cuarenta Casas,Arqueología,"Museos Comunitarios de Chihuahua, A.C.",,Chihuahua,Madera,4.7,53
251,Museo de sitio de la Zona Arqueológica de Cuarenta Casas,,Secretaría de Cultura / INAH,https://lugares.inah.gob.mx/es/zonas-arqueologicas/zonas/1689-cuarenta-casas.html?lugar_id=1689,Chihuahua,Madera,4.7,53
252,Museo Regional Ojinaga,Ciencia y tecnología,"Patronato Cultural Amigos de Ojinaga, A.C.",,Chihuahua,Ojinaga,NaN,0
253,Museo Casa Habitación de Doña Luz Corral de Villa,Historia,Ayuntamiento de Riva Palacio,,Chihuahua,Riva Palacio,NaN,0
254,Museo Comunitario El Minero,Historia,"Museos Comunitarios de Chihuahua, A.C.",http://museocomunitarioelminero.blogspot.com/,Chihuahua,Santa Bárbara,4.6,23
255,Museo Raíces de Satevó,Historia,Ayuntamiento de Satevó,,Chihuahua,Satevó,NaN,0
256,Museo Tezozómoc,Ciencia y tecnología,IPN/Centro de Difusión de Ciencia y Tecnología,http://www.cedicyt.ipn.mx,Ciudad de México,Azcapotzalco,4.5,1556
257,Museo de  Azcapotzalco ,Arte,Alcaldía  Azcapotzalco,http://www.inah.gob.mx/boletines/7498-inauguran-el-museo-de-azcapotzalco,Ciudad de México,Azcapotzalco,4.5,231
258,Museo del Retrato Hablado,Especializado,"Instituto de Investigaciones Humanas, A.C.",,Ciudad de México,Coyoacán,NaN,0
259,Museo Anahuacalli,Arqueología,Fideicomiso Museos Diego Rivera y Frida Kahlo,http://www.museoanahuacalli.org.mx,Ciudad de México,Coyoacán,4.7,6303
260,Museo del Ejército y Fuerza Aérea ,Historia,Dirección General de Archivo e Historia de la Secretaría de la Defensa Nacional (SEDENA),https://www.gob.mx/sedena/acciones-y-programas/museo-del-ejercito-y-fuerza-aerea-cd-de-mex,Ciudad de México,Coyoacán,NaN,0
261,Universum Museo de las Ciencias,Ciencia y tecnología,UNAM/Dirección General de Divulgación de la Ciencia,http://www.universum.unam.mx,Ciudad de México,Coyoacán,4.6,18210
262,Museo Casa de León Trotsky,Historia,"Instituto del Derecho de Asilo Museo Casa de León Trotsky, A.C.",,Ciudad de México,Coyoacán,4.5,5010
263,Museo Frida Kahlo,Arte,Fideicomiso Museos Diego Rivera y Frida Kahlo,http://www.museofridakahlo.org.mx,Ciudad de México,Coyoacán,4.5,30829
264,Museo Universitario de Ciencias y Artes (MUCA) ,Arte,UNAM,,Ciudad de México,Coyoacán,4.6,808
265,Museo de Anatomopatología Veterinaria Manuel H. Sarvide,Ciencia y tecnología,UNAM/Facultad de Medicina Veterinaria y Zootecnia,http://www.fmvz.unam.mx/fmvz/departamentos/patologia/museo.html,Ciudad de México,Coyoacán,4.5,140
266,Museo Universitario de Arte Contemporáneo (MUAC),Arte,UNAM,http://www.muac.unam.mx/,Ciudad de México,Coyoacán,4.7,11995
267,Museo Nacional de la Acuarela Alfredo Guati Rojo,Arte,"Museo Nacional de la Acuarela Alfredo Guati Rojo, A.C.",http://www.acuarela.org.mx/,Ciudad de México,Coyoacán,NaN,0
268,Museo Nacional de las Intervenciones,Historia,Secretaría de Cultura/INAH,https://www.intervenciones.inah.gob.mx/sitio/index.php,Ciudad de México,Coyoacán,4.6,7985
269,Pabellón Nacional de la Biodiversidad,Ciencia y tecnología,UNAM/Instituto de Biología,,Ciudad de México,Coyoacán,4.3,44
270,Museo Nacional de Culturas Populares,Arte,Secretaría de Cultura,http://museoculturaspopulares.gob.mx/,Ciudad de México,Coyoacán,4.5,6822
271,Museo Centro Cultural Nacional Pedro Infante ,Historia,Cuajimalpa/Dirección General de Desarrollo Social/Dirección de Cultura Cívica,,Ciudad de México,Cuajimalpa de Morelos,4.3,587
272,Museo Bicentenario del Ex Convento del Desierto de los Leones,Arte,Alcaldía Cuajimalpa/Dirección General de Desarrollo Social,,Ciudad de México,Cuajimalpa de Morelos,4.7,21325
273,Museo Miguel Hidalgo,Historia,Alaldía Cuajimalpa de Morelos/Dirección Ejecutiva de  Promoción Deportiva y Turismo Social,,Ciudad de México,Cuajimalpa de Morelos,NaN,0
274,Museo de Geología y Paleontología,Ciencia y tecnología,Instituto Politécnico Nacional,http://www.esiatic.ipn.mx/conocenos/Paginas/Museo.aspx,Ciudad de México,Gustavo A. Madero,4.4,157
275,Museo de Figuras de Cera de la Villa,Especializado,Particular,,Ciudad de México,Gustavo A. Madero,4.3,57
276,Museo de la Basílica de Guadalupe,Arte,Insigne y Nacional Basílica de Santa María de Guadalupe,,Ciudad de México,Gustavo A. Madero,4.8,26
277,Planetario Luis Enrique Erro,Ciencia y tecnología,Instituto Politécnico Nacional (IPN),https://www.ipn.mx/cedicyt/planetario/planetariolee.html,Ciudad de México,Gustavo A. Madero,3.8,59
278,Museo de los Ferrocarrileros,Historia,Secretaría de Cultura de la Ciudad de México,http://www.cultura.cdmx.gob.mx/recintos/mf,Ciudad de México,Gustavo A. Madero,4.3,1382
279,El Museo de Historia del Mormonismo en México,Historia,"El Museo de Historia del Mormonismo en México, A.C.",https://www.saladeprensamormona.org.mx/articulo/museo-del-mormonismo-en-m-xico,Ciudad de México,Gustavo A. Madero,NaN,0
280,Museo de las Culturas Pasión por Iztapalapa,Arte,Alcaldía Iztapalapa,,Ciudad de México,Iztapalapa,4.4,538
281,Museo Cabeza de Juárez,Arte,Alcaldía Iztapalapa/Dirección Ejecutiva de Cultura ,https://www.facebook.com/Museo-Cabeza-de-Ju%C3%A1rez-1220166298151273,Ciudad de México,Iztapalapa,3.8,2885
282,Museo Comunitario de San Miguel Teotongo,Arqueología,Alcaldía Iztapalapa/Dirección Ejecutiva de Cultura,,Ciudad de México,Iztapalapa,4.1,216
283,Antiguo Convento de San Juan Evangelista sede del Centro Comunitario Culhuacán,Arte,Secretaría de Cultura/INAH,http://www.inah.gob.mx/es/red-de-museos/289-antiguo-convento-de-san-juan-evangelista-sede-del-centro-comunitario-culhuacan,Ciudad de México,Iztapalapa,NaN,0
284,Museo Fuego Nuevo,Arqueología,Alcaldía Iztapalapa/Dirección Ejecutiva de Cultura,,Ciudad de México,Iztapalapa,4.4,1698
285,Museo del Servicio de Transportes Eléctricos,,,http://www.ste.cdmx.gob.mx/index.html?page=4&content=36,Ciudad de México,Iztapalapa,4.4,451
286,Museo Regional Altepepialcalli,Temática no determinada,Alcaldía Milpa Alta,,Ciudad de México,Milpa Alta,4.3,335
287,"Museo Soumaya, Plaza Loreto",Arte,"Fundación Carlos Slim, A.C.",http://www.soumaya.com.mx/,Ciudad de México,Álvaro Obregón,4.6,1738
288,Museo de Arte Alvar y Carmen T. de Carrillo Gil,Arte,Secretaría de Cultura/INBA,http://www.museodeartecarrillogil.com,Ciudad de México,Álvaro Obregón,4.5,1730
289,Museo Interactivo de la Policía Federal,Especializado,Secretaría de Gobernación (SEGOB)/Comisionado Nacional de Seguridad,http://www.cns.gob.mx/portalWebApp/wlp.c?__c=1e4c6,Ciudad de México,Álvaro Obregón,4.5,1617
290,Museo Casa Estudio Diego Rivera y Frida Kahlo,Arte,Secretaría de Cultura/INBA,https://estudiodiegorivera.inba.gob.mx/,Ciudad de México,Álvaro Obregón,4.5,3635
291,Centro Cultural Isidro Fabela-Museo Casa del Risco,Arte,Fideicomiso Isidro Fabela/Banco de México/Gobierno del Estado de México,https://www.museocasadelrisco.org.mx/,Ciudad de México,Álvaro Obregón,4.6,1492
292,Museo de El Carmen,Arte,Secretaría de Cultura/INAH,https://elcarmen.inah.gob.mx/,Ciudad de México,Álvaro Obregón,4.7,2296
293,Museo Andrés Quintana Roo,Arqueología,Alcaldía Tláhuac,,Ciudad de México,Tláhuac,4.4,52
294,Museo Tomás Medina Villarruel,Arqueología,Alcaldía  Tláhuac,http://www.tlahuac.cdmx.gob.mx/museo-tomas-medina-villaruel/,Ciudad de México,Tláhuac,4.5,8
295,Museo Regional Comunitario Cuitláhuac,Arqueología,"Alianza de los Barrios Tizic, Tecpancalco, Atenchincalca y Teopancalco, A. C.",,Ciudad de México,Tláhuac,4.3,99
296,Museo de Sitio de Cuicuilco,Arqueología,Secretaría de Cultura/INAH,http://www.inah.gob.mx/es/red-de-museos/290-museo-de-sitio-de-cuicuilco,Ciudad de México,Tlalpan,4.6,352
297,Museo de la Casa de Cultura de la UAEMéx ,Historia,Universidad Autónoma del Estado de México,,Ciudad de México,Tlalpan,4.6,110
298,Museo del Tiempo,Ciencia y tecnología,"Museo del Tiempo Tlalpan, A.C.",http://museodeltiempo.com.mx,Ciudad de México,Tlalpan,4.7,586
299,Museo del Heroico Colegio Militar,Historia,Secretaría de la Defensa Nacional (SEDENA),,Ciudad de México,Tlalpan,4.7,384
300,Museo Casa Estudio Federico & Elsa,Arte,Fideicomiso Museo Casa Estudio F. Cantú F. & Elsa E. de Cantú,https://casamuseofedericoyelsa.blogspot.mx,Ciudad de México,Tlalpan,NaN,0
301,Museo Arqueológico de Xochimilco,Arqueología,Alcaldía  Xochimilco,,Ciudad de México,Xochimilco,4.2,2398
302,Museo Dolores Olmedo (cerrado temporalmente),Arte,Fideicomiso Museo Dolores Olmedo Patiño,http://www.elolmedo.mx ,Ciudad de México,Xochimilco,4.7,8232
